FREQ,Re(V(VBN)),Im(V(VBN)),Re(V(XOTA:TAIL)),Im(V(XOTA:TAIL)),Re(V(XOTA:D)),Im(V(XOTA:D)),Re(V(VSS)),Im(V(VSS)),Re(V(VDD)),Im(V(VDD)),Re(V(OUT)),Im(V(OUT)),Re(V(IN)),Im(V(IN))
1.14815362e+02,9.20433996e-16,5.93613356e-09,7.73569727e-01,-4.69988829e-08,-9.20948097e-03,-4.95158653e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-6.57911573e-08,1.00000000e+00,0.00000000e+00
1.17489755e+02,9.63812714e-16,6.07440387e-09,7.73569727e-01,-4.80936275e-08,-9.20948097e-03,-5.06692380e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-6.73236303e-08,1.00000000e+00,0.00000000e+00
1.20226443e+02,1.00923581e-15,6.21589492e-09,7.73569727e-01,-4.92138720e-08,-9.20948097e-03,-5.18494762e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-6.88917990e-08,1.00000000e+00,0.00000000e+00
1.23026877e+02,1.05679963e-15,6.36068171e-09,7.73569727e-01,-5.03602103e-08,-9.20948097e-03,-5.30572056e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-7.04964952e-08,1.00000000e+00,0.00000000e+00
1.25892541e+02,1.10660506e-15,6.50884102e-09,7.73569727e-01,-5.15332503e-08,-9.20948097e-03,-5.42930667e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-7.21385695e-08,1.00000000e+00,0.00000000e+00
1.28824955e+02,1.15875775e-15,6.66045140e-09,7.73569727e-01,-5.27336139e-08,-9.20948097e-03,-5.55577147e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-7.38188927e-08,1.00000000e+00,0.00000000e+00
1.31825674e+02,1.21336832e-15,6.81559325e-09,7.73569727e-01,-5.39619376e-08,-9.20948097e-03,-5.68518201e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-7.55383556e-08,1.00000000e+00,0.00000000e+00
1.34896288e+02,1.27055260e-15,6.97434881e-09,7.73569727e-01,-5.52188726e-08,-9.20948097e-03,-5.81760691e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-7.72978699e-08,1.00000000e+00,0.00000000e+00
1.38038426e+02,1.33043190e-15,7.13680226e-09,7.73569727e-01,-5.65050853e-08,-9.20948097e-03,-5.95311638e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-7.90983686e-08,1.00000000e+00,0.00000000e+00
1.41253754e+02,1.39313323e-15,7.30303974e-09,7.73569727e-01,-5.78212579e-08,-9.20948097e-03,-6.09178228e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-8.09408063e-08,1.00000000e+00,0.00000000e+00
1.44543977e+02,1.45878957e-15,7.47314939e-09,7.73569727e-01,-5.91680880e-08,-9.20948097e-03,-6.23367811e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-8.28261598e-08,1.00000000e+00,0.00000000e+00
1.47910839e+02,1.52754021e-15,7.64722140e-09,7.73569727e-01,-6.05462898e-08,-9.20948097e-03,-6.37887913e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-8.47554289e-08,1.00000000e+00,0.00000000e+00
1.51356125e+02,1.59953096e-15,7.82534807e-09,7.73569727e-01,-6.19565940e-08,-9.20948097e-03,-6.52746231e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-8.67296365e-08,1.00000000e+00,0.00000000e+00
1.54881662e+02,1.67491453e-15,8.00762384e-09,7.73569727e-01,-6.33997485e-08,-9.20948097e-03,-6.67950644e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-8.87498292e-08,1.00000000e+00,0.00000000e+00
1.58489319e+02,1.75385082e-15,8.19414536e-09,7.73569727e-01,-6.48765184e-08,-9.20948097e-03,-6.83509213e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-9.08170783e-08,1.00000000e+00,0.00000000e+00
1.62181010e+02,1.83650727e-15,8.38501153e-09,7.73569727e-01,-6.63876866e-08,-9.20948097e-03,-6.99430188e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-9.29324798e-08,1.00000000e+00,0.00000000e+00
1.65958691e+02,1.92305919e-15,8.58032353e-09,7.73569727e-01,-6.79340545e-08,-9.20948097e-03,-7.15722010e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-9.50971554e-08,1.00000000e+00,0.00000000e+00
1.69824365e+02,2.01369017e-15,8.78018494e-09,7.73569727e-01,-6.95164419e-08,-9.20948097e-03,-7.32393317e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-9.73122527e-08,1.00000000e+00,0.00000000e+00
1.73780083e+02,2.10859247e-15,8.98470172e-09,7.73569727e-01,-7.11356878e-08,-9.20948097e-03,-7.49452949e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-9.95789462e-08,1.00000000e+00,0.00000000e+00
1.77827941e+02,2.20796737e-15,9.19398231e-09,7.73569727e-01,-7.27926509e-08,-9.20948097e-03,-7.66909951e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.01898438e-07,1.00000000e+00,0.00000000e+00
1.81970086e+02,2.31202567e-15,9.40813767e-09,7.73569727e-01,-7.44882095e-08,-9.20948097e-03,-7.84773579e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.04271957e-07,1.00000000e+00,0.00000000e+00
1.86208714e+02,2.42098808e-15,9.62728135e-09,7.73569727e-01,-7.62232628e-08,-9.20948097e-03,-8.03053304e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.06700763e-07,1.00000000e+00,0.00000000e+00
1.90546072e+02,2.53508573e-15,9.85152954e-09,7.73569727e-01,-7.79987307e-08,-9.20948097e-03,-8.21758818e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.09186143e-07,1.00000000e+00,0.00000000e+00
1.94984460e+02,2.65456064e-15,1.00810011e-08,7.73569727e-01,-7.98155545e-08,-9.20948097e-03,-8.40900040e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.11729415e-07,1.00000000e+00,0.00000000e+00
1.99526231e+02,2.77966623e-15,1.03158178e-08,7.73569727e-01,-8.16746976e-08,-9.20948097e-03,-8.60487118e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.14331928e-07,1.00000000e+00,0.00000000e+00
2.04173794e+02,2.91066786e-15,1.05561041e-08,7.73569727e-01,-8.35771457e-08,-9.20948097e-03,-8.80530438e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.16995060e-07,1.00000000e+00,0.00000000e+00
2.08929613e+02,3.04784341e-15,1.08019873e-08,7.73569727e-01,-8.55239075e-08,-9.20948097e-03,-9.01040626e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.19720225e-07,1.00000000e+00,0.00000000e+00
2.13796209e+02,3.19148385e-15,1.10535979e-08,7.73569727e-01,-8.75160152e-08,-9.20948097e-03,-9.22028559e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.22508868e-07,1.00000000e+00,0.00000000e+00
2.18776162e+02,3.34189385e-15,1.13110693e-08,7.73569727e-01,-8.95545251e-08,-9.20948097e-03,-9.43505363e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.25362466e-07,1.00000000e+00,0.00000000e+00
2.23872114e+02,3.49939245e-15,1.15745380e-08,7.73569727e-01,-9.16405180e-08,-9.20948097e-03,-9.65482426e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.28282533e-07,1.00000000e+00,0.00000000e+00
2.29086765e+02,3.66431374e-15,1.18441436e-08,7.73569727e-01,-9.37750998e-08,-9.20948097e-03,-9.87971401e-08,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.31270617e-07,1.00000000e+00,0.00000000e+00
2.34422882e+02,3.83700752e-15,1.21200291e-08,7.73569727e-01,-9.59594025e-08,-9.20948097e-03,-1.01098421e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.34328302e-07,1.00000000e+00,0.00000000e+00
2.39883292e+02,4.01784012e-15,1.24023409e-08,7.73569727e-01,-9.81945841e-08,-9.20948097e-03,-1.03453306e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.37457210e-07,1.00000000e+00,0.00000000e+00
2.45470892e+02,4.20719509e-15,1.26912285e-08,7.73569727e-01,-1.00481830e-07,-9.20948097e-03,-1.05863043e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.40659000e-07,1.00000000e+00,0.00000000e+00
2.51188643e+02,4.40547408e-15,1.29868452e-08,7.73569727e-01,-1.02822352e-07,-9.20948097e-03,-1.08328910e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.43935369e-07,1.00000000e+00,0.00000000e+00
2.57039578e+02,4.61309768e-15,1.32893477e-08,7.73569727e-01,-1.05217393e-07,-9.20948097e-03,-1.10852214e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.47288055e-07,1.00000000e+00,0.00000000e+00
2.63026799e+02,4.83050628e-15,1.35988964e-08,7.73569727e-01,-1.07668220e-07,-9.20948097e-03,-1.13434294e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.50718834e-07,1.00000000e+00,0.00000000e+00
2.69153480e+02,5.05816102e-15,1.39156553e-08,7.73569727e-01,-1.10176136e-07,-9.20948097e-03,-1.16076518e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.54229527e-07,1.00000000e+00,0.00000000e+00
2.75422870e+02,5.29654481e-15,1.42397926e-08,7.73569727e-01,-1.12742467e-07,-9.20948097e-03,-1.18780288e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.57821994e-07,1.00000000e+00,0.00000000e+00
2.81838293e+02,5.54616327e-15,1.45714800e-08,7.73569727e-01,-1.15368577e-07,-9.20948097e-03,-1.21547036e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.61498140e-07,1.00000000e+00,0.00000000e+00
2.88403150e+02,5.80754590e-15,1.49108933e-08,7.73569727e-01,-1.18055856e-07,-9.20948097e-03,-1.24378230e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.65259915e-07,1.00000000e+00,0.00000000e+00
2.95120923e+02,6.08124710e-15,1.52582127e-08,7.73569727e-01,-1.20805730e-07,-9.20948097e-03,-1.27275371e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.69109313e-07,1.00000000e+00,0.00000000e+00
3.01995172e+02,6.36784745e-15,1.56136221e-08,7.73569727e-01,-1.23619657e-07,-9.20948097e-03,-1.30239996e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.73048375e-07,1.00000000e+00,0.00000000e+00
3.09029543e+02,6.66795485e-15,1.59773101e-08,7.73569727e-01,-1.26499129e-07,-9.20948097e-03,-1.33273675e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.77079190e-07,1.00000000e+00,0.00000000e+00
3.16227766e+02,6.98220588e-15,1.63494694e-08,7.73569727e-01,-1.29445672e-07,-9.20948097e-03,-1.36378018e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.81203894e-07,1.00000000e+00,0.00000000e+00
3.23593657e+02,7.31126711e-15,1.67302975e-08,7.73569727e-01,-1.32460849e-07,-9.20948097e-03,-1.39554670e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.85424675e-07,1.00000000e+00,0.00000000e+00
3.31131121e+02,7.65583651e-15,1.71199962e-08,7.73569727e-01,-1.35546259e-07,-9.20948097e-03,-1.42805315e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.89743770e-07,1.00000000e+00,0.00000000e+00
3.38844156e+02,8.01664497e-15,1.75187721e-08,7.73569727e-01,-1.38703537e-07,-9.20948097e-03,-1.46131679e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.94163471e-07,1.00000000e+00,0.00000000e+00
3.46736850e+02,8.39445781e-15,1.79268368e-08,7.73569727e-01,-1.41934357e-07,-9.20948097e-03,-1.49535523e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-1.98686119e-07,1.00000000e+00,0.00000000e+00
3.54813389e+02,8.79007642e-15,1.83444064e-08,7.73569727e-01,-1.45240433e-07,-9.20948097e-03,-1.53018652e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-2.03314113e-07,1.00000000e+00,0.00000000e+00
3.63078055e+02,9.20433996e-15,1.87717025e-08,7.73569727e-01,-1.48623517e-07,-9.20948097e-03,-1.56582915e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-2.08049907e-07,1.00000000e+00,0.00000000e+00
3.71535229e+02,9.63812714e-15,1.92089517e-08,7.73569727e-01,-1.52085404e-07,-9.20948097e-03,-1.60230199e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-2.12896012e-07,1.00000000e+00,0.00000000e+00
3.80189396e+02,1.00923581e-14,1.96563856e-08,7.73569727e-01,-1.55627928e-07,-9.20948097e-03,-1.63962440e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-2.17854997e-07,1.00000000e+00,0.00000000e+00
3.89045145e+02,1.05679963e-14,2.01142417e-08,7.73569727e-01,-1.59252968e-07,-9.20948097e-03,-1.67781616e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-2.22929492e-07,1.00000000e+00,0.00000000e+00
3.98107171e+02,1.10660506e-14,2.05827625e-08,7.73569727e-01,-1.62962446e-07,-9.20948097e-03,-1.71689752e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-2.28122187e-07,1.00000000e+00,0.00000000e+00
4.07380278e+02,1.15875775e-14,2.10621967e-08,7.73569727e-01,-1.66758329e-07,-9.20948097e-03,-1.75688920e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-2.33435835e-07,1.00000000e+00,0.00000000e+00
4.16869383e+02,1.21336832e-14,2.15527983e-08,7.73569727e-01,-1.70642630e-07,-9.20948097e-03,-1.79781241e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-2.38873254e-07,1.00000000e+00,0.00000000e+00
4.26579519e+02,1.27055260e-14,2.20548274e-08,7.73569727e-01,-1.74617407e-07,-9.20948097e-03,-1.83968884e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-2.44437327e-07,1.00000000e+00,0.00000000e+00
4.36515832e+02,1.33043190e-14,2.25685504e-08,7.73569727e-01,-1.78684769e-07,-9.20948097e-03,-1.88254069e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-2.50131004e-07,1.00000000e+00,0.00000000e+00
4.46683592e+02,1.39313323e-14,2.30942394e-08,7.73569727e-01,-1.82846872e-07,-9.20948097e-03,-1.92639070e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-2.55957303e-07,1.00000000e+00,0.00000000e+00
4.57088190e+02,1.45878957e-14,2.36321734e-08,7.73569727e-01,-1.87105923e-07,-9.20948097e-03,-1.97126210e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-2.61919315e-07,1.00000000e+00,0.00000000e+00
4.67735141e+02,1.52754021e-14,2.41826374e-08,7.73569727e-01,-1.91464180e-07,-9.20948097e-03,-2.01717870e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-2.68020200e-07,1.00000000e+00,0.00000000e+00
4.78630092e+02,1.59953096e-14,2.47459234e-08,7.73569727e-01,-1.95923953e-07,-9.20948097e-03,-2.06416482e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-2.74263192e-07,1.00000000e+00,0.00000000e+00
4.89778819e+02,1.67491453e-14,2.53223300e-08,7.73569727e-01,-2.00487608e-07,-9.20948097e-03,-2.11224540e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-2.80651602e-07,1.00000000e+00,0.00000000e+00
5.01187234e+02,1.75385082e-14,2.59121628e-08,7.73569727e-01,-2.05157565e-07,-9.20948097e-03,-2.16144592e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-2.87188818e-07,1.00000000e+00,0.00000000e+00
5.12861384e+02,1.83650727e-14,2.65157346e-08,7.73569727e-01,-2.09936298e-07,-9.20948097e-03,-2.21179246e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-2.93878305e-07,1.00000000e+00,0.00000000e+00
5.24807460e+02,1.92305919e-14,2.71333654e-08,7.73569727e-01,-2.14826343e-07,-9.20948097e-03,-2.26331172e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-3.00723610e-07,1.00000000e+00,0.00000000e+00
5.37031796e+02,2.01369017e-14,2.77653827e-08,7.73569727e-01,-2.19830291e-07,-9.20948097e-03,-2.31603103e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-3.07728363e-07,1.00000000e+00,0.00000000e+00
5.49540874e+02,2.10859247e-14,2.84121215e-08,7.73569727e-01,-2.24950796e-07,-9.20948097e-03,-2.36997832e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-3.14896277e-07,1.00000000e+00,0.00000000e+00
5.62341325e+02,2.20796737e-14,2.90739249e-08,7.73569727e-01,-2.30190574e-07,-9.20948097e-03,-2.42518221e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-3.22231154e-07,1.00000000e+00,0.00000000e+00
5.75439937e+02,2.31202567e-14,2.97511436e-08,7.73569727e-01,-2.35552401e-07,-9.20948097e-03,-2.48167196e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-3.29736881e-07,1.00000000e+00,0.00000000e+00
5.88843655e+02,2.42098808e-14,3.04441367e-08,7.73569727e-01,-2.41039121e-07,-9.20948097e-03,-2.53947752e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-3.37417440e-07,1.00000000e+00,0.00000000e+00
6.02559586e+02,2.53508573e-14,3.11532718e-08,7.73569727e-01,-2.46653644e-07,-9.20948097e-03,-2.59862955e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-3.45276902e-07,1.00000000e+00,0.00000000e+00
6.16595002e+02,2.65456064e-14,3.18789247e-08,7.73569727e-01,-2.52398945e-07,-9.20948097e-03,-2.65915941e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-3.53319434e-07,1.00000000e+00,0.00000000e+00
6.30957344e+02,2.77966623e-14,3.26214802e-08,7.73569727e-01,-2.58278072e-07,-9.20948097e-03,-2.72109919e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-3.61549301e-07,1.00000000e+00,0.00000000e+00
6.45654229e+02,2.91066786e-14,3.33813321e-08,7.73569727e-01,-2.64294141e-07,-9.20948097e-03,-2.78448173e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-3.69970866e-07,1.00000000e+00,0.00000000e+00
6.60693448e+02,3.04784341e-14,3.41588832e-08,7.73569727e-01,-2.70450342e-07,-9.20948097e-03,-2.84934064e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-3.78588595e-07,1.00000000e+00,0.00000000e+00
6.76082975e+02,3.19148385e-14,3.49545458e-08,7.73569727e-01,-2.76749940e-07,-9.20948097e-03,-2.91571031e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-3.87407056e-07,1.00000000e+00,0.00000000e+00
6.91830971e+02,3.34189385e-14,3.57687418e-08,7.73569727e-01,-2.83196274e-07,-9.20948097e-03,-2.98362593e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-3.96430925e-07,1.00000000e+00,0.00000000e+00
7.07945784e+02,3.49939245e-14,3.66019028e-08,7.73569727e-01,-2.89792763e-07,-9.20948097e-03,-3.05312351e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-4.05664988e-07,1.00000000e+00,0.00000000e+00
7.24435960e+02,3.66431374e-14,3.74544707e-08,7.73569727e-01,-2.96542903e-07,-9.20948097e-03,-3.12423989e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-4.15114139e-07,1.00000000e+00,0.00000000e+00
7.41310241e+02,3.83700752e-14,3.83268974e-08,7.73569727e-01,-3.03450275e-07,-9.20948097e-03,-3.19701279e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-4.24783390e-07,1.00000000e+00,0.00000000e+00
7.58577575e+02,4.01784012e-14,3.92196455e-08,7.73569727e-01,-3.10518540e-07,-9.20948097e-03,-3.27148078e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-4.34677866e-07,1.00000000e+00,0.00000000e+00
7.76247117e+02,4.20719509e-14,4.01331884e-08,7.73569727e-01,-3.17751446e-07,-9.20948097e-03,-3.34768336e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-4.44802814e-07,1.00000000e+00,0.00000000e+00
7.94328235e+02,4.40547408e-14,4.10680105e-08,7.73569727e-01,-3.25152828e-07,-9.20948097e-03,-3.42566092e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-4.55163603e-07,1.00000000e+00,0.00000000e+00
8.12830516e+02,4.61309768e-14,4.20246073e-08,7.73569727e-01,-3.32726610e-07,-9.20948097e-03,-3.50545481e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-4.65765725e-07,1.00000000e+00,0.00000000e+00
8.31763771e+02,4.83050628e-14,4.30034862e-08,7.73569727e-01,-3.40476808e-07,-9.20948097e-03,-3.58710734e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-4.76614802e-07,1.00000000e+00,0.00000000e+00
8.51138038e+02,5.05816102e-14,4.40051660e-08,7.73569727e-01,-3.48407532e-07,-9.20948097e-03,-3.67066181e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-4.87716587e-07,1.00000000e+00,0.00000000e+00
8.70963590e+02,5.29654481e-14,4.50301780e-08,7.73569727e-01,-3.56522986e-07,-9.20948097e-03,-3.75616250e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-4.99076966e-07,1.00000000e+00,0.00000000e+00
8.91250938e+02,5.54616327e-14,4.60790656e-08,7.73569727e-01,-3.64827473e-07,-9.20948097e-03,-3.84365477e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-5.10701962e-07,1.00000000e+00,0.00000000e+00
9.12010839e+02,5.80754590e-14,4.71523849e-08,7.73569727e-01,-3.73325397e-07,-9.20948097e-03,-3.93318499e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-5.22597739e-07,1.00000000e+00,0.00000000e+00
9.33254301e+02,6.08124710e-14,4.82507051e-08,7.73569727e-01,-3.82021262e-07,-9.20948097e-03,-4.02480064e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-5.34770604e-07,1.00000000e+00,0.00000000e+00
9.54992586e+02,6.36784745e-14,4.93746084e-08,7.73569727e-01,-3.90919680e-07,-9.20948097e-03,-4.11855029e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-5.47227011e-07,1.00000000e+00,0.00000000e+00
9.77237221e+02,6.66795485e-14,5.05246907e-08,7.73569727e-01,-4.00025370e-07,-9.20948097e-03,-4.21448365e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-5.59973566e-07,1.00000000e+00,0.00000000e+00
1.00000000e+03,6.98220588e-14,5.17015620e-08,7.73569727e-01,-4.09343157e-07,-9.20948097e-03,-4.31265158e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-5.73017026e-07,1.00000000e+00,0.00000000e+00
1.02329299e+03,7.31126711e-14,5.29058461e-08,7.73569727e-01,-4.18877984e-07,-9.20948097e-03,-4.41310614e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-5.86364307e-07,1.00000000e+00,0.00000000e+00
1.04712855e+03,7.65583651e-14,5.41381815e-08,7.73569727e-01,-4.28634906e-07,-9.20948097e-03,-4.51590059e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-6.00022486e-07,1.00000000e+00,0.00000000e+00
1.07151931e+03,8.01664497e-14,5.53992218e-08,7.73569727e-01,-4.38619096e-07,-9.20948097e-03,-4.62108943e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-6.13998805e-07,1.00000000e+00,0.00000000e+00
1.09647820e+03,8.39445781e-14,5.66896354e-08,7.73569727e-01,-4.48835847e-07,-9.20948097e-03,-4.72872843e-07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,9.90909360e-01,-6.28300675e-07,1.00000000e+00,0.00000000e+00
