TIME,V(IN),V(OUT),V(VSS),V(VDD),V(A)
2.98115698e-06,1.38188221e+00,-2.36356321e-05,0.00000000e+00,3.30000000e+00,3.00641035e+00
2.98389558e-06,1.39898552e+00,-2.92656627e-05,0.00000000e+00,3.30000000e+00,2.98612428e+00
2.98663418e-06,1.41611874e+00,-3.48633158e-05,0.00000000e+00,3.30000000e+00,2.96408216e+00
2.99211137e-06,1.45045460e+00,-4.10488509e-05,0.00000000e+00,3.30000000e+00,2.91300000e+00
2.99758857e-06,1.48484914e+00,-5.89208753e-05,0.00000000e+00,3.30000000e+00,2.84866343e+00
3.00306577e-06,1.51926161e+00,-9.04350823e-05,0.00000000e+00,3.30000000e+00,2.75964343e+00
3.00390398e-06,1.52452695e+00,-1.01535007e-04,0.00000000e+00,3.30000000e+00,2.74221186e+00
3.00474218e-06,1.52979161e+00,-1.23640504e-04,0.00000000e+00,3.30000000e+00,2.72333644e+00
3.00641860e-06,1.54031830e+00,-1.42699853e-04,0.00000000e+00,3.30000000e+00,2.67845404e+00
3.00809501e-06,1.55084052e+00,-1.51062082e-04,0.00000000e+00,3.30000000e+00,2.61924668e+00
3.00977142e-06,1.56135709e+00,3.89543785e-04,0.00000000e+00,3.30000000e+00,2.52729209e+00
3.01002637e-06,1.56295589e+00,7.20948194e-04,0.00000000e+00,3.30000000e+00,2.50798167e+00
3.01028132e-06,1.56455452e+00,1.20347522e-03,0.00000000e+00,3.30000000e+00,2.48746185e+00
3.01079122e-06,1.56775128e+00,3.23853864e-03,0.00000000e+00,3.30000000e+00,2.43846006e+00
3.01130112e-06,1.57094735e+00,7.79881642e-03,0.00000000e+00,3.30000000e+00,2.37797101e+00
3.01181101e-06,1.57414269e+00,1.68339436e-02,0.00000000e+00,3.30000000e+00,2.30507406e+00
3.01232091e-06,1.57733727e+00,3.26749521e-02,0.00000000e+00,3.30000000e+00,2.21948661e+00
3.01283081e-06,1.58053106e+00,5.84704597e-02,0.00000000e+00,3.30000000e+00,2.12147527e+00
3.01334071e-06,1.58372402e+00,9.90162226e-02,0.00000000e+00,3.30000000e+00,2.01172578e+00
3.01385061e-06,1.58691612e+00,1.63143980e-01,0.00000000e+00,3.30000000e+00,1.89145602e+00
3.01436050e-06,1.59010733e+00,2.70954758e-01,0.00000000e+00,3.30000000e+00,1.76283636e+00
3.01442368e-06,1.59050265e+00,2.89642624e-01,0.00000000e+00,3.30000000e+00,1.74640376e+00
3.01448686e-06,1.59089797e+00,3.09765072e-01,0.00000000e+00,3.30000000e+00,1.72998254e+00
3.01461321e-06,1.59168855e+00,3.57138783e-01,0.00000000e+00,3.30000000e+00,1.69709108e+00
3.01473956e-06,1.59247908e+00,4.16758295e-01,0.00000000e+00,3.30000000e+00,1.66410745e+00
3.01486592e-06,1.59326955e+00,4.97993077e-01,0.00000000e+00,3.30000000e+00,1.63118642e+00
3.01499227e-06,1.59405996e+00,6.27877082e-01,0.00000000e+00,3.30000000e+00,1.59890428e+00
3.01500732e-06,1.59415410e+00,6.49436576e-01,0.00000000e+00,3.30000000e+00,1.59520972e+00
3.01502237e-06,1.59424823e+00,6.72284757e-01,0.00000000e+00,3.30000000e+00,1.59155286e+00
3.01505246e-06,1.59443649e+00,7.25752004e-01,0.00000000e+00,3.30000000e+00,1.58459032e+00
3.01508256e-06,1.59462475e+00,7.90497161e-01,0.00000000e+00,3.30000000e+00,1.57816191e+00
3.01511266e-06,1.59481301e+00,8.67153947e-01,0.00000000e+00,3.30000000e+00,1.57232676e+00
3.01514276e-06,1.59500126e+00,9.55364964e-01,0.00000000e+00,3.30000000e+00,1.56708653e+00
3.01517285e-06,1.59518951e+00,1.05402253e+00,0.00000000e+00,3.30000000e+00,1.56239732e+00
3.01520295e-06,1.59537775e+00,1.16163635e+00,0.00000000e+00,3.30000000e+00,1.55819305e+00
3.01523305e-06,1.59556599e+00,1.27658324e+00,0.00000000e+00,3.30000000e+00,1.55440335e+00
3.01526314e-06,1.59575423e+00,1.39724907e+00,0.00000000e+00,3.30000000e+00,1.55096053e+00
3.01532334e-06,1.59613070e+00,1.65019519e+00,0.00000000e+00,3.30000000e+00,1.54473202e+00
3.01544373e-06,1.59688359e+00,2.18336669e+00,0.00000000e+00,3.30000000e+00,1.53206941e+00
3.01550012e-06,1.59723624e+00,2.42632229e+00,0.00000000e+00,3.30000000e+00,1.52518108e+00
3.01550999e-06,1.59729794e+00,2.46643163e+00,0.00000000e+00,3.30000000e+00,1.52399404e+00
3.01552972e-06,1.59742132e+00,2.54077331e+00,0.00000000e+00,3.30000000e+00,1.52158535e+00
3.01556918e-06,1.59766808e+00,2.65119350e+00,0.00000000e+00,3.30000000e+00,1.51588207e+00
3.01560330e-06,1.59788145e+00,2.71033583e+00,0.00000000e+00,3.30000000e+00,1.50951009e+00
3.01563742e-06,1.59809483e+00,2.75010341e+00,0.00000000e+00,3.30000000e+00,1.50186544e+00
3.01570567e-06,1.59852156e+00,2.80640023e+00,0.00000000e+00,3.30000000e+00,1.48484809e+00
3.01577392e-06,1.59894828e+00,2.84927615e+00,0.00000000e+00,3.30000000e+00,1.46677152e+00
3.01591041e-06,1.59980166e+00,2.91891798e+00,0.00000000e+00,3.30000000e+00,1.42930157e+00
3.01604691e-06,1.60065497e+00,2.97510921e+00,0.00000000e+00,3.30000000e+00,1.38998287e+00
3.01618341e-06,1.60150820e+00,3.02281971e+00,0.00000000e+00,3.30000000e+00,1.34901389e+00
3.01645640e-06,1.60321444e+00,3.10046173e+00,0.00000000e+00,3.30000000e+00,1.26272255e+00
3.01700238e-06,1.60662600e+00,3.20808844e+00,0.00000000e+00,3.30000000e+00,1.07835041e+00
3.01754836e-06,1.61003631e+00,3.26921003e+00,0.00000000e+00,3.30000000e+00,8.90525563e-01
3.01809434e-06,1.61344533e+00,3.29299454e+00,0.00000000e+00,3.30000000e+00,7.27983647e-01
3.01858572e-06,1.61651230e+00,3.29794125e+00,0.00000000e+00,3.30000000e+00,6.38593698e-01
3.01898013e-06,1.61897322e+00,3.29909193e+00,0.00000000e+00,3.30000000e+00,6.07300484e-01
3.01937454e-06,1.62143341e+00,3.29931512e+00,0.00000000e+00,3.30000000e+00,5.90061930e-01
3.01976896e-06,1.62389285e+00,3.29950126e+00,0.00000000e+00,3.30000000e+00,5.76685959e-01
3.02016337e-06,1.62635154e+00,3.29951937e+00,0.00000000e+00,3.30000000e+00,5.64641544e-01
3.02095219e-06,1.63126656e+00,3.29967102e+00,0.00000000e+00,3.30000000e+00,5.43138811e-01
3.02252983e-06,1.64108682e+00,3.29972738e+00,0.00000000e+00,3.30000000e+00,5.06975491e-01
3.02568512e-06,1.66068477e+00,3.29985755e+00,0.00000000e+00,3.30000000e+00,4.50768808e-01
3.02884042e-06,1.68021957e+00,3.29984624e+00,0.00000000e+00,3.30000000e+00,4.06875587e-01
3.03199571e-06,1.69968354e+00,3.29991477e+00,0.00000000e+00,3.30000000e+00,3.70501129e-01
3.03830629e-06,1.73836842e+00,3.29989900e+00,0.00000000e+00,3.30000000e+00,3.12217580e-01
3.05092745e-06,1.81455383e+00,3.29997026e+00,0.00000000e+00,3.30000000e+00,2.29106318e-01
3.06354861e-06,1.88876215e+00,3.29994136e+00,0.00000000e+00,3.30000000e+00,1.71118176e-01
3.07616977e-06,1.96052697e+00,3.29999341e+00,0.00000000e+00,3.30000000e+00,1.28156860e-01
3.10141209e-06,2.09493997e+00,3.29996376e+00,0.00000000e+00,3.30000000e+00,7.03087948e-02
3.12665441e-06,2.21441881e+00,3.30001084e+00,0.00000000e+00,3.30000000e+00,3.61422390e-02
3.15189674e-06,2.31596433e+00,3.29997522e+00,0.00000000e+00,3.30000000e+00,1.69194681e-02
3.17713906e-06,2.39702754e+00,3.30001768e+00,0.00000000e+00,3.30000000e+00,7.31171606e-03
3.20238138e-06,2.45557360e+00,3.29997945e+00,0.00000000e+00,3.30000000e+00,3.27677725e-03
3.22762370e-06,2.49013287e+00,3.30001946e+00,0.00000000e+00,3.30000000e+00,1.85076697e-03
3.25286602e-06,2.49983786e+00,3.29998037e+00,0.00000000e+00,3.30000000e+00,1.55216485e-03
3.27810835e-06,2.48444496e+00,3.30001993e+00,0.00000000e+00,3.30000000e+00,2.02350442e-03
3.30335067e-06,2.44434054e+00,3.29998142e+00,0.00000000e+00,3.30000000e+00,3.83858735e-03
3.32859299e-06,2.38053132e+00,3.30002216e+00,0.00000000e+00,3.30000000e+00,8.79973692e-03
3.35383531e-06,2.29461903e+00,3.29998612e+00,0.00000000e+00,3.30000000e+00,2.01619109e-02
3.37907764e-06,2.18876024e+00,3.30003007e+00,0.00000000e+00,3.30000000e+00,4.21764537e-02
3.40431996e-06,2.06561221e+00,3.29999820e+00,0.00000000e+00,3.30000000e+00,8.06501800e-02
3.42956228e-06,1.92826620e+00,3.30005077e+00,0.00000000e+00,3.30000000e+00,1.45696771e-01
3.45480460e-06,1.78016987e+00,3.30003780e+00,0.00000000e+00,3.30000000e+00,2.61714925e-01
3.45748666e-06,1.76395390e+00,3.30006506e+00,0.00000000e+00,3.30000000e+00,2.79466939e-01
3.46016872e-06,1.74766298e+00,3.30007750e+00,0.00000000e+00,3.30000000e+00,2.98834718e-01
3.46553283e-06,1.71487479e+00,3.30008990e+00,0.00000000e+00,3.30000000e+00,3.43932514e-01
3.47089694e-06,1.68184253e+00,3.30012298e+00,0.00000000e+00,3.30000000e+00,4.00784858e-01
3.47626106e-06,1.64860373e+00,3.30016112e+00,0.00000000e+00,3.30000000e+00,4.78431355e-01
3.48162517e-06,1.61519615e+00,3.29998392e+00,0.00000000e+00,3.30000000e+00,6.08856889e-01
3.48301991e-06,1.60648679e+00,3.29918431e+00,0.00000000e+00,3.30000000e+00,6.70478866e-01
3.48365326e-06,1.60252911e+00,3.29812231e+00,0.00000000e+00,3.30000000e+00,7.07323847e-01
3.48428661e-06,1.59856981e+00,3.29592394e+00,0.00000000e+00,3.30000000e+00,7.51161478e-01
3.48555332e-06,1.59064659e+00,3.27891524e+00,0.00000000e+00,3.30000000e+00,8.85000124e-01
3.48656356e-06,1.58432338e+00,3.23658017e+00,0.00000000e+00,3.30000000e+00,1.04026978e+00
3.48742222e-06,1.57894628e+00,3.15833309e+00,0.00000000e+00,3.30000000e+00,1.20785479e+00
3.48817679e-06,1.57421912e+00,3.02581512e+00,0.00000000e+00,3.30000000e+00,1.37654659e+00
3.48825349e-06,1.57373852e+00,3.00623985e+00,0.00000000e+00,3.30000000e+00,1.39457365e+00
3.48833019e-06,1.57325790e+00,2.98522110e+00,0.00000000e+00,3.30000000e+00,1.41257515e+00
3.48848359e-06,1.57229662e+00,2.93641685e+00,0.00000000e+00,3.30000000e+00,1.44867327e+00
3.48863699e-06,1.57133528e+00,2.87583601e+00,0.00000000e+00,3.30000000e+00,1.48502179e+00
3.48879039e-06,1.57037386e+00,2.79418847e+00,0.00000000e+00,3.30000000e+00,1.52169151e+00
3.48894379e-06,1.56941238e+00,2.66149307e+00,0.00000000e+00,3.30000000e+00,1.55940418e+00
3.48895894e-06,1.56931740e+00,2.64265308e+00,0.00000000e+00,3.30000000e+00,1.56324441e+00
3.48897409e-06,1.56922242e+00,2.62245156e+00,0.00000000e+00,3.30000000e+00,1.56711744e+00
3.48900440e-06,1.56903245e+00,2.57509011e+00,0.00000000e+00,3.30000000e+00,1.57474157e+00
3.48903471e-06,1.56884249e+00,2.51668866e+00,0.00000000e+00,3.30000000e+00,1.58209969e+00
3.48906501e-06,1.56865252e+00,2.44511393e+00,0.00000000e+00,3.30000000e+00,1.58901386e+00
3.48909532e-06,1.56846254e+00,2.35946306e+00,0.00000000e+00,3.30000000e+00,1.59535220e+00
3.48912562e-06,1.56827257e+00,2.26039874e+00,0.00000000e+00,3.30000000e+00,1.60107611e+00
3.48915593e-06,1.56808259e+00,2.14946835e+00,0.00000000e+00,3.30000000e+00,1.60621529e+00
3.48918624e-06,1.56789261e+00,2.02844358e+00,0.00000000e+00,3.30000000e+00,1.61082826e+00
3.48921654e-06,1.56770263e+00,1.89906766e+00,0.00000000e+00,3.30000000e+00,1.61497949e+00
3.48924685e-06,1.56751264e+00,1.76298728e+00,0.00000000e+00,3.30000000e+00,1.61873387e+00
3.48930746e-06,1.56713267e+00,1.47582217e+00,0.00000000e+00,3.30000000e+00,1.62551151e+00
3.48942869e-06,1.56637268e+00,8.69113923e-01,0.00000000e+00,3.30000000e+00,1.63979923e+00
3.48946602e-06,1.56613863e+00,7.02492988e-01,0.00000000e+00,3.30000000e+00,1.64569202e+00
3.48948092e-06,1.56604521e+00,6.45259057e-01,0.00000000e+00,3.30000000e+00,1.64837430e+00
3.48949582e-06,1.56595178e+00,5.94413472e-01,0.00000000e+00,3.30000000e+00,1.65122101e+00
3.48952563e-06,1.56576492e+00,5.23065832e-01,0.00000000e+00,3.30000000e+00,1.65845116e+00
3.48955245e-06,1.56559675e+00,4.82764511e-01,0.00000000e+00,3.30000000e+00,1.66644876e+00
3.48957928e-06,1.56542857e+00,4.53465877e-01,0.00000000e+00,3.30000000e+00,1.67521823e+00
3.48963292e-06,1.56509221e+00,4.08211878e-01,0.00000000e+00,3.30000000e+00,1.69367018e+00
3.48968657e-06,1.56475585e+00,3.71803345e-01,0.00000000e+00,3.30000000e+00,1.71272206e+00
3.48979386e-06,1.56408310e+00,3.12174755e-01,0.00000000e+00,3.30000000e+00,1.75173153e+00
3.48990116e-06,1.56341032e+00,2.64663403e-01,0.00000000e+00,3.30000000e+00,1.79173305e+00
3.49000845e-06,1.56273751e+00,2.25121023e-01,0.00000000e+00,3.30000000e+00,1.83242492e+00
3.49022304e-06,1.56139180e+00,1.62867526e-01,0.00000000e+00,3.30000000e+00,1.91515672e+00
3.49065222e-06,1.55870006e+00,8.08279348e-02,0.00000000e+00,3.30000000e+00,2.08190900e+00
3.49108140e-06,1.55600789e+00,3.40276392e-02,0.00000000e+00,3.30000000e+00,2.24438815e+00
3.49151058e-06,1.55331532e+00,1.07523254e-02,0.00000000e+00,3.30000000e+00,2.39408166e+00
3.49193976e-06,1.55062236e+00,3.13125429e-03,0.00000000e+00,3.30000000e+00,2.51641916e+00
3.49236894e-06,1.54792903e+00,1.08376028e-03,0.00000000e+00,3.30000000e+00,2.59415613e+00
3.49275520e-06,1.54550473e+00,5.20125942e-04,0.00000000e+00,3.30000000e+00,2.62887431e+00
3.49314146e-06,1.54308017e+00,3.19653443e-04,0.00000000e+00,3.30000000e+00,2.64830395e+00
3.49391398e-06,1.53823029e+00,2.35434463e-04,0.00000000e+00,3.30000000e+00,2.67634030e+00
3.49460925e-06,1.53386463e+00,1.75925574e-04,0.00000000e+00,3.30000000e+00,2.69722065e+00
3.49599978e-06,1.52513145e+00,1.39961149e-04,0.00000000e+00,3.30000000e+00,2.73300957e+00
3.49739032e-06,1.51639636e+00,9.66845873e-05,0.00000000e+00,3.30000000e+00,2.76291445e+00
3.49878086e-06,1.50766001e+00,9.47649109e-05,0.00000000e+00,3.30000000e+00,2.78907452e+00
3.50156194e-06,1.49018623e+00,5.65914820e-05,0.00000000e+00,3.30000000e+00,2.83340833e+00
3.50712409e-06,1.45525299e+00,5.19751598e-05,0.00000000e+00,3.30000000e+00,2.90269188e+00
3.51268624e-06,1.42037439e+00,2.76856694e-05,0.00000000e+00,3.30000000e+00,2.95653310e+00
3.51824839e-06,1.38559304e+00,3.56590438e-05,0.00000000e+00,3.30000000e+00,3.00080799e+00
3.52937269e-06,1.31649180e+00,1.33845909e-05,0.00000000e+00,3.30000000e+00,3.07071342e+00
3.55162130e-06,1.18131086e+00,1.92772355e-05,0.00000000e+00,3.30000000e+00,3.16654946e+00
3.57386991e-06,1.05234756e+00,1.30782140e-06,0.00000000e+00,3.30000000e+00,3.22759783e+00
3.59611851e-06,9.32117970e-01,1.13857577e-05,0.00000000e+00,3.30000000e+00,3.26586211e+00
3.61836712e-06,8.22967779e-01,-4.31173983e-06,0.00000000e+00,3.30000000e+00,3.28712550e+00
3.64061573e-06,7.27026510e-01,7.34510664e-06,0.00000000e+00,3.30000000e+00,3.29635381e+00
3.66286433e-06,6.46165980e-01,-6.41497060e-06,0.00000000e+00,3.30000000e+00,3.29912938e+00
3.68511294e-06,5.81963780e-01,6.62140953e-06,0.00000000e+00,3.30000000e+00,3.29977763e+00
3.70736155e-06,5.35672497e-01,-6.56548472e-06,0.00000000e+00,3.30000000e+00,3.29991162e+00
3.72961015e-06,5.08195276e-01,6.57620127e-06,0.00000000e+00,3.30000000e+00,3.29996491e+00
3.75185876e-06,5.00068198e-01,-6.56314517e-06,0.00000000e+00,3.30000000e+00,3.29996935e+00
3.77410737e-06,5.11449823e-01,6.56009970e-06,0.00000000e+00,3.30000000e+00,3.29998074e+00
3.79635597e-06,5.42118095e-01,-6.56266875e-06,0.00000000e+00,3.30000000e+00,3.29993795e+00
3.81860458e-06,5.91474675e-01,6.50563428e-06,0.00000000e+00,3.30000000e+00,3.29978503e+00
3.84085319e-06,6.58556615e-01,-6.76149100e-06,0.00000000e+00,3.30000000e+00,3.29897595e+00
3.86310179e-06,7.42055143e-01,5.62289737e-06,0.00000000e+00,3.30000000e+00,3.29553425e+00
3.88535040e-06,8.40341201e-01,-9.18664774e-06,0.00000000e+00,3.30000000e+00,3.28473751e+00
3.90759901e-06,9.51497224e-01,1.35610795e-06,0.00000000e+00,3.30000000e+00,3.26105225e+00
3.92984761e-06,1.07335455e+00,-1.51978363e-05,0.00000000e+00,3.30000000e+00,3.21958857e+00
3.95209622e-06,1.20353575e+00,-6.79855873e-06,0.00000000e+00,3.30000000e+00,3.15405774e+00
3.97434483e-06,1.33950098e+00,-2.88303610e-05,0.00000000e+00,3.30000000e+00,3.05058984e+00
3.97770287e-06,1.36036087e+00,-2.40559512e-05,0.00000000e+00,3.30000000e+00,3.02981695e+00
3.98106092e-06,1.38128292e+00,-2.87845391e-05,0.00000000e+00,3.30000000e+00,3.00712319e+00
3.98777702e-06,1.42327623e+00,-3.38606775e-05,0.00000000e+00,3.30000000e+00,2.95421693e+00
3.99449312e-06,1.46540615e+00,-4.85293500e-05,0.00000000e+00,3.30000000e+00,2.88709970e+00
4.00120922e-06,1.50759765e+00,-7.43056090e-05,0.00000000e+00,3.30000000e+00,2.79388080e+00
4.00222200e-06,1.51396078e+00,-8.37973674e-05,0.00000000e+00,3.30000000e+00,2.77589610e+00
4.00323478e-06,1.52032333e+00,-1.02489709e-04,0.00000000e+00,3.30000000e+00,2.75641278e+00
4.00526035e-06,1.53304572e+00,-1.22802904e-04,0.00000000e+00,3.30000000e+00,2.71043022e+00
4.00728591e-06,1.54576275e+00,-1.57849069e-04,0.00000000e+00,3.30000000e+00,2.65032401e+00
4.00931148e-06,1.55847237e+00,7.69739179e-05,0.00000000e+00,3.30000000e+00,2.55746022e+00
4.00958919e-06,1.56021421e+00,2.30734245e-04,0.00000000e+00,3.30000000e+00,2.53985159e+00
4.00986690e-06,1.56195586e+00,4.60094443e-04,0.00000000e+00,3.30000000e+00,2.52104074e+00
4.01042232e-06,1.56543860e+00,1.58065985e-03,0.00000000e+00,3.30000000e+00,2.47548465e+00
4.01097775e-06,1.56892054e+00,4.49976230e-03,0.00000000e+00,3.30000000e+00,2.41793378e+00
4.01153317e-06,1.57240164e+00,1.12170990e-02,0.00000000e+00,3.30000000e+00,2.34647127e+00
4.01208859e-06,1.57588186e+00,2.44229323e-02,0.00000000e+00,3.30000000e+00,2.26011185e+00
4.01264402e-06,1.57936115e+00,4.76064632e-02,0.00000000e+00,3.30000000e+00,2.15883267e+00
4.01319944e-06,1.58283948e+00,8.58962458e-02,0.00000000e+00,3.30000000e+00,2.04328358e+00
4.01375486e-06,1.58631680e+00,1.48640522e-01,0.00000000e+00,3.30000000e+00,1.91478846e+00
4.01431028e-06,1.58979307e+00,2.57241430e-01,0.00000000e+00,3.30000000e+00,1.77580053e+00
4.01437711e-06,1.59021127e+00,2.75764374e-01,0.00000000e+00,3.30000000e+00,1.75846398e+00
4.01444394e-06,1.59062945e+00,2.95735867e-01,0.00000000e+00,3.30000000e+00,1.74113589e+00
4.01457760e-06,1.59146576e+00,3.42780884e-01,0.00000000e+00,3.30000000e+00,1.70638777e+00
4.01471126e-06,1.59230202e+00,4.01955813e-01,0.00000000e+00,3.30000000e+00,1.67150455e+00
4.01484492e-06,1.59313820e+00,4.82296882e-01,0.00000000e+00,3.30000000e+00,1.63665831e+00
4.01497858e-06,1.59397432e+00,6.09613393e-01,0.00000000e+00,3.30000000e+00,1.60231101e+00
4.01499419e-06,1.59407195e+00,6.30275245e-01,0.00000000e+00,3.30000000e+00,1.59841914e+00
4.01500979e-06,1.59416957e+00,6.52197903e-01,0.00000000e+00,3.30000000e+00,1.59455854e+00
4.01504101e-06,1.59436481e+00,7.03684373e-01,0.00000000e+00,3.30000000e+00,1.58716705e+00
4.01507222e-06,1.59456005e+00,7.66615267e-01,0.00000000e+00,3.30000000e+00,1.58029995e+00
4.01510343e-06,1.59475529e+00,8.42151986e-01,0.00000000e+00,3.30000000e+00,1.57404947e+00
4.01513464e-06,1.59495052e+00,9.30296581e-01,0.00000000e+00,3.30000000e+00,1.56844184e+00
4.01516586e-06,1.59514575e+00,1.03003489e+00,0.00000000e+00,3.30000000e+00,1.56344171e+00
4.01519707e-06,1.59534097e+00,1.13979129e+00,0.00000000e+00,3.30000000e+00,1.55898016e+00
4.01522828e-06,1.59553619e+00,1.25777670e+00,0.00000000e+00,3.30000000e+00,1.55497893e+00
4.01525950e-06,1.59573141e+00,1.38218194e+00,0.00000000e+00,3.30000000e+00,1.55136226e+00
4.01532192e-06,1.59612184e+00,1.64386239e+00,0.00000000e+00,3.30000000e+00,1.54487143e+00
4.01544677e-06,1.59690264e+00,2.19657903e+00,0.00000000e+00,3.30000000e+00,1.53171674e+00
4.01550085e-06,1.59724084e+00,2.42900795e+00,0.00000000e+00,3.30000000e+00,1.52509852e+00
4.01555493e-06,1.59757902e+00,2.61511412e+00,0.00000000e+00,3.30000000e+00,1.51793658e+00
4.01559881e-06,1.59785336e+00,2.70375475e+00,0.00000000e+00,3.30000000e+00,1.51044748e+00
4.01563457e-06,1.59807701e+00,2.74716099e+00,0.00000000e+00,3.30000000e+00,1.50256661e+00
4.01567034e-06,1.59830065e+00,2.77941315e+00,0.00000000e+00,3.30000000e+00,1.49382778e+00
4.01570611e-06,1.59852428e+00,2.80621529e+00,0.00000000e+00,3.30000000e+00,1.48468099e+00
4.01577764e-06,1.59897153e+00,2.85142422e+00,0.00000000e+00,3.30000000e+00,1.46581144e+00
4.01584917e-06,1.59941877e+00,2.88967490e+00,0.00000000e+00,3.30000000e+00,1.44635441e+00
4.01599223e-06,1.60031317e+00,2.95380251e+00,0.00000000e+00,3.30000000e+00,1.40597112e+00
4.01627836e-06,1.60210173e+00,3.05213516e+00,0.00000000e+00,3.30000000e+00,1.31969087e+00
4.01656449e-06,1.60388997e+00,3.12611365e+00,0.00000000e+00,3.30000000e+00,1.22723602e+00
4.01685062e-06,1.60567787e+00,3.18346851e+00,0.00000000e+00,3.30000000e+00,1.13035947e+00
4.01713675e-06,1.60746543e+00,3.22730924e+00,0.00000000e+00,3.30000000e+00,1.03096032e+00
4.01742288e-06,1.60925264e+00,3.25921189e+00,0.00000000e+00,3.30000000e+00,9.31572717e-01
4.01770900e-06,1.61103949e+00,3.27990616e+00,0.00000000e+00,3.30000000e+00,8.35922685e-01
4.01799513e-06,1.61282599e+00,3.29100318e+00,0.00000000e+00,3.30000000e+00,7.50366446e-01
4.01828126e-06,1.61461213e+00,3.29584605e+00,0.00000000e+00,3.30000000e+00,6.83714185e-01
4.01856739e-06,1.61639789e+00,3.29791936e+00,0.00000000e+00,3.30000000e+00,6.40451640e-01
4.01885352e-06,1.61818328e+00,3.29881552e+00,0.00000000e+00,3.30000000e+00,6.15372689e-01
4.01913964e-06,1.61996828e+00,3.29919299e+00,0.00000000e+00,3.30000000e+00,5.99873964e-01
4.01971190e-06,1.62353712e+00,3.29946882e+00,0.00000000e+00,3.30000000e+00,5.78307200e-01
4.02028416e-06,1.62710437e+00,3.29956445e+00,0.00000000e+00,3.30000000e+00,5.61174777e-01
4.02142867e-06,1.63423388e+00,3.29968824e+00,0.00000000e+00,3.30000000e+00,5.31373289e-01
4.02257318e-06,1.64135645e+00,3.29974995e+00,0.00000000e+00,3.30000000e+00,5.06128678e-01
4.02486221e-06,1.65557929e+00,3.29981981e+00,0.00000000e+00,3.30000000e+00,4.63940967e-01
4.02944026e-06,1.68392550e+00,3.29987633e+00,0.00000000e+00,3.30000000e+00,3.99453895e-01
4.03401831e-06,1.71211953e+00,3.29990217e+00,0.00000000e+00,3.30000000e+00,3.50061012e-01
4.03859636e-06,1.74013807e+00,3.29992133e+00,0.00000000e+00,3.30000000e+00,3.09887081e-01
4.04775246e-06,1.79555609e+00,3.29994288e+00,0.00000000e+00,3.30000000e+00,2.47042322e-01
4.06606466e-06,1.90327826e+00,3.29996658e+00,0.00000000e+00,3.30000000e+00,1.61541225e-01
4.08437687e-06,2.00566749e+00,3.29997576e+00,0.00000000e+00,3.30000000e+00,1.05936919e-01
4.10268907e-06,2.10136979e+00,3.29998547e+00,0.00000000e+00,3.30000000e+00,6.81049165e-02
4.12100127e-06,2.18911959e+00,3.29998829e+00,0.00000000e+00,3.30000000e+00,4.22680113e-02
4.13931347e-06,2.26775651e+00,3.29999426e+00,0.00000000e+00,3.30000000e+00,2.50090310e-02
4.15762568e-06,2.33624063e+00,3.29999471e+00,0.00000000e+00,3.30000000e+00,1.40553103e-02
4.17593788e-06,2.39366634e+00,3.29999881e+00,0.00000000e+00,3.30000000e+00,7.61328906e-03
4.19425008e-06,2.43927424e+00,3.29999775e+00,0.00000000e+00,3.30000000e+00,4.17977506e-03
4.21256228e-06,2.47246120e+00,3.30000056e+00,0.00000000e+00,3.30000000e+00,2.50067051e-03
4.23087449e-06,2.49278837e+00,3.29999871e+00,0.00000000e+00,3.30000000e+00,1.76889395e-03
4.24918669e-06,2.49998694e+00,3.30000106e+00,0.00000000e+00,3.30000000e+00,1.54601448e-03
4.26749889e-06,2.49396172e+00,3.29999911e+00,0.00000000e+00,3.30000000e+00,1.71959615e-03
4.28581109e-06,2.47479238e+00,3.30000154e+00,0.00000000e+00,3.30000000e+00,2.37934995e-03
4.30412330e-06,2.44273242e+00,3.30000001e+00,0.00000000e+00,3.30000000e+00,3.93124511e-03
4.32243550e-06,2.39820580e+00,3.30000320e+00,0.00000000e+00,3.30000000e+00,7.14261778e-03
4.34074770e-06,2.34180133e+00,3.30000291e+00,0.00000000e+00,3.30000000e+00,1.32321836e-02
4.35905990e-06,2.27426492e+00,3.30000760e+00,0.00000000e+00,3.30000000e+00,2.36822791e-02
4.37737211e-06,2.19648965e+00,3.30000913e+00,0.00000000e+00,3.30000000e+00,4.02526903e-02
4.39568431e-06,2.10950402e+00,3.30001614e+00,0.00000000e+00,3.30000000e+00,6.51468038e-02
4.41399651e-06,2.01445833e+00,3.30002117e+00,0.00000000e+00,3.30000000e+00,1.01629100e-01
4.43230871e-06,1.91260947e+00,3.30003422e+00,0.00000000e+00,3.30000000e+00,1.55133950e-01
4.45062092e-06,1.80530427e+00,3.30005184e+00,0.00000000e+00,3.30000000e+00,2.36762040e-01
4.45385456e-06,1.78589504e+00,3.30005751e+00,0.00000000e+00,3.30000000e+00,2.55767073e-01
4.45708821e-06,1.76636780e+00,3.30006949e+00,0.00000000e+00,3.30000000e+00,2.76693722e-01
4.46355551e-06,1.72699156e+00,3.30008225e+00,0.00000000e+00,3.30000000e+00,3.26214071e-01
4.47002281e-06,1.68724056e+00,3.30011689e+00,0.00000000e+00,3.30000000e+00,3.90443534e-01
4.47649010e-06,1.64718042e+00,3.30016096e+00,0.00000000e+00,3.30000000e+00,4.82512587e-01
