TIME,V(IN),V(OUT),V(VSS),V(VDD),V(A)
1.39230505e-06,2.12619813e+00,3.30001492e+00,0.00000000e+00,3.30000000e+00,5.97972407e-02
1.41045452e-06,2.03341334e+00,3.30001976e+00,0.00000000e+00,3.30000000e+00,9.34606603e-02
1.42860399e-06,1.93369938e+00,3.30003136e+00,0.00000000e+00,3.30000000e+00,1.42533039e-01
1.44675346e-06,1.82835157e+00,3.30004665e+00,0.00000000e+00,3.30000000e+00,2.16210158e-01
1.46490293e-06,1.71873839e+00,3.30008608e+00,0.00000000e+00,3.30000000e+00,3.38140040e-01
1.46673011e-06,1.70752177e+00,3.30009474e+00,0.00000000e+00,3.30000000e+00,3.55410838e-01
1.47038445e-06,1.68500796e+00,3.30012110e+00,0.00000000e+00,3.30000000e+00,3.94647585e-01
1.47403880e-06,1.66239662e+00,3.30014275e+00,0.00000000e+00,3.30000000e+00,4.42750220e-01
1.47769315e-06,1.63969966e+00,3.30018072e+00,0.00000000e+00,3.30000000e+00,5.05143811e-01
1.48134749e-06,1.61692905e+00,3.30005340e+00,0.00000000e+00,3.30000000e+00,5.98800172e-01
1.48176327e-06,1.61433418e+00,3.29998448e+00,0.00000000e+00,3.30000000e+00,6.13370925e-01
1.48259482e-06,1.60914210e+00,3.29969457e+00,0.00000000e+00,3.30000000e+00,6.46915346e-01
1.48342638e-06,1.60394705e+00,3.29879169e+00,0.00000000e+00,3.30000000e+00,6.90370913e-01
1.48425793e-06,1.59874915e+00,3.29612062e+00,0.00000000e+00,3.30000000e+00,7.48305868e-01
1.48508948e-06,1.59354857e+00,3.28828236e+00,0.00000000e+00,3.30000000e+00,8.27815757e-01
1.48592103e-06,1.58834542e+00,3.26805920e+00,0.00000000e+00,3.30000000e+00,9.35233541e-01
1.48675259e-06,1.58313987e+00,3.22385922e+00,0.00000000e+00,3.30000000e+00,1.07391542e+00
1.48750099e-06,1.57845293e+00,3.14841671e+00,0.00000000e+00,3.30000000e+00,1.22430171e+00
1.48817454e-06,1.57423319e+00,3.02666034e+00,0.00000000e+00,3.30000000e+00,1.37574796e+00
1.48825287e-06,1.57374239e+00,3.00670248e+00,0.00000000e+00,3.30000000e+00,1.39416775e+00
1.48833120e-06,1.57325158e+00,2.98525155e+00,0.00000000e+00,3.30000000e+00,1.41256193e+00
1.48848785e-06,1.57226990e+00,2.93526994e+00,0.00000000e+00,3.30000000e+00,1.44944672e+00
1.48864451e-06,1.57128815e+00,2.87287155e+00,0.00000000e+00,3.30000000e+00,1.48659288e+00
1.48880116e-06,1.57030633e+00,2.78774478e+00,0.00000000e+00,3.30000000e+00,1.52408773e+00
1.48882858e-06,1.57013445e+00,2.76879718e+00,0.00000000e+00,3.30000000e+00,1.53075299e+00
1.48885601e-06,1.56996258e+00,2.74835677e+00,0.00000000e+00,3.30000000e+00,1.53749650e+00
1.48891085e-06,1.56961882e+00,2.69969348e+00,0.00000000e+00,3.30000000e+00,1.55109086e+00
1.48896570e-06,1.56927505e+00,2.63588654e+00,0.00000000e+00,3.30000000e+00,1.56488152e+00
1.48902054e-06,1.56893127e+00,2.54668735e+00,0.00000000e+00,3.30000000e+00,1.57851608e+00
1.48907539e-06,1.56858749e+00,2.41890848e+00,0.00000000e+00,3.30000000e+00,1.59108172e+00
1.48912475e-06,1.56827807e+00,2.26584273e+00,0.00000000e+00,3.30000000e+00,1.60080364e+00
1.48917411e-06,1.56796865e+00,2.08101253e+00,0.00000000e+00,3.30000000e+00,1.60896832e+00
1.48922347e-06,1.56765923e+00,1.87190638e+00,0.00000000e+00,3.30000000e+00,1.61582505e+00
1.48927283e-06,1.56734979e+00,1.64561391e+00,0.00000000e+00,3.30000000e+00,1.62167394e+00
1.48932219e-06,1.56704035e+00,1.40652043e+00,0.00000000e+00,3.30000000e+00,1.62706259e+00
1.48937155e-06,1.56673091e+00,1.15728541e+00,0.00000000e+00,3.30000000e+00,1.63254373e+00
1.48942091e-06,1.56642146e+00,9.05309325e-01,0.00000000e+00,3.30000000e+00,1.63840374e+00
1.48945464e-06,1.56620996e+00,7.47361627e-01,0.00000000e+00,3.30000000e+00,1.64336672e+00
1.48947084e-06,1.56610842e+00,6.79901732e-01,0.00000000e+00,3.30000000e+00,1.64608517e+00
1.48948704e-06,1.56600688e+00,6.19327475e-01,0.00000000e+00,3.30000000e+00,1.64898441e+00
1.48951943e-06,1.56580380e+00,5.34216517e-01,0.00000000e+00,3.30000000e+00,1.65648682e+00
1.48954858e-06,1.56562103e+00,4.87769978e-01,0.00000000e+00,3.30000000e+00,1.66502137e+00
1.48957773e-06,1.56543825e+00,4.55282721e-01,0.00000000e+00,3.30000000e+00,1.67451744e+00
1.48963604e-06,1.56507269e+00,4.06221268e-01,0.00000000e+00,3.30000000e+00,1.69458845e+00
1.48969434e-06,1.56470712e+00,3.67257721e-01,0.00000000e+00,3.30000000e+00,1.71534097e+00
1.48981095e-06,1.56397596e+00,3.04128015e-01,0.00000000e+00,3.30000000e+00,1.75787372e+00
1.48992756e-06,1.56324476e+00,2.54464517e-01,0.00000000e+00,3.30000000e+00,1.80152711e+00
1.49004417e-06,1.56251353e+00,2.13509133e-01,0.00000000e+00,3.30000000e+00,1.84593402e+00
1.49027739e-06,1.56105096e+00,1.49902671e-01,0.00000000e+00,3.30000000e+00,1.93613607e+00
1.49074383e-06,1.55812545e+00,6.84595622e-02,0.00000000e+00,3.30000000e+00,2.11703410e+00
1.49121027e-06,1.55519943e+00,2.49492908e-02,0.00000000e+00,3.30000000e+00,2.29093104e+00
1.49167671e-06,1.55227294e+00,6.52851787e-03,0.00000000e+00,3.30000000e+00,2.44543236e+00
1.49214315e-06,1.54934600e+00,1.90288379e-03,0.00000000e+00,3.30000000e+00,2.55891596e+00
1.49256295e-06,1.54671139e+00,7.05063177e-04,0.00000000e+00,3.30000000e+00,2.61464663e+00
1.49294076e-06,1.54433996e+00,4.08050673e-04,0.00000000e+00,3.30000000e+00,2.63918300e+00
1.49331858e-06,1.54196829e+00,2.87588828e-04,0.00000000e+00,3.30000000e+00,2.65536581e+00
1.49369639e-06,1.53959637e+00,2.58925440e-04,0.00000000e+00,3.30000000e+00,2.66894484e+00
1.49445203e-06,1.53485189e+00,1.83899416e-04,0.00000000e+00,3.30000000e+00,2.69274474e+00
1.49596329e-06,1.52536068e+00,1.39997018e-04,0.00000000e+00,3.30000000e+00,2.73214055e+00
1.49898582e-06,1.50637225e+00,7.39486096e-05,0.00000000e+00,3.30000000e+00,2.79268752e+00
1.50503088e-06,1.46839534e+00,5.66770456e-05,0.00000000e+00,3.30000000e+00,2.87891968e+00
1.51712099e-06,1.39263300e+00,2.07718695e-05,0.00000000e+00,3.30000000e+00,2.99245839e+00
1.52921111e-06,1.31748994e+00,2.90224930e-05,0.00000000e+00,3.30000000e+00,3.06983055e+00
1.54130122e-06,1.24339956e+00,7.58519531e-06,0.00000000e+00,3.30000000e+00,3.12763041e+00
1.56548145e-06,1.10007769e+00,1.72165914e-05,0.00000000e+00,3.30000000e+00,3.20768876e+00
1.58966168e-06,9.65969227e-01,-2.09081440e-06,0.00000000e+00,3.30000000e+00,3.25671550e+00
1.61384191e-06,8.44163776e-01,1.03628455e-05,0.00000000e+00,3.30000000e+00,3.28395118e+00
1.63802214e-06,7.37467489e-01,-6.76092328e-06,0.00000000e+00,3.30000000e+00,3.29571450e+00
1.66220237e-06,6.48338437e-01,7.77666991e-06,0.00000000e+00,3.30000000e+00,3.29909557e+00
1.68638260e-06,5.78829976e-01,-7.55338197e-06,0.00000000e+00,3.30000000e+00,3.29978860e+00
1.71056283e-06,5.30543443e-01,7.58715257e-06,0.00000000e+00,3.30000000e+00,3.29992467e+00
1.73474306e-06,5.04591263e-01,-7.56235027e-06,0.00000000e+00,3.30000000e+00,3.29996617e+00
1.75892329e-06,5.01571324e-01,7.55766630e-06,0.00000000e+00,3.30000000e+00,3.29997501e+00
1.78310352e-06,5.21553198e-01,-7.54691476e-06,0.00000000e+00,3.30000000e+00,3.29997045e+00
1.80728375e-06,5.64076544e-01,7.51584450e-06,0.00000000e+00,3.30000000e+00,3.29989189e+00
1.83146398e-06,6.28161707e-01,-7.63166684e-06,0.00000000e+00,3.30000000e+00,3.29947148e+00
1.85564421e-06,7.12332293e-01,6.94337838e-06,0.00000000e+00,3.30000000e+00,3.29721890e+00
1.87982443e-06,8.14649178e-01,-9.61090727e-06,0.00000000e+00,3.30000000e+00,3.28842629e+00
1.90400466e-06,9.32755185e-01,2.78120331e-06,0.00000000e+00,3.30000000e+00,3.26594928e+00
1.92818489e-06,1.06392939e+00,-1.58419486e-05,0.00000000e+00,3.30000000e+00,3.22342642e+00
1.95236512e-06,1.20514979e+00,-5.87216164e-06,0.00000000e+00,3.30000000e+00,3.15306476e+00
1.97654535e-06,1.35316295e+00,-3.09637741e-05,0.00000000e+00,3.30000000e+00,3.03718918e+00
1.97961729e-06,1.37228142e+00,-2.55227858e-05,0.00000000e+00,3.30000000e+00,3.01712031e+00
1.98268922e-06,1.39144748e+00,-3.02876395e-05,0.00000000e+00,3.30000000e+00,2.99529873e+00
1.98883308e-06,1.42989374e+00,-3.54399385e-05,0.00000000e+00,3.30000000e+00,2.94478395e+00
1.99497695e-06,1.46844447e+00,-4.99572523e-05,0.00000000e+00,3.30000000e+00,2.88147958e+00
2.00112081e-06,1.50704221e+00,-7.43372140e-05,0.00000000e+00,3.30000000e+00,2.79539563e+00
2.00218502e-06,1.51372843e+00,-8.33274884e-05,0.00000000e+00,3.30000000e+00,2.77657821e+00
2.00324922e-06,1.52041403e+00,-1.02761318e-04,0.00000000e+00,3.30000000e+00,2.75612162e+00
2.00537763e-06,1.53378221e+00,-1.24230156e-04,0.00000000e+00,3.30000000e+00,2.70741352e+00
2.00750604e-06,1.54714434e+00,-1.57468440e-04,0.00000000e+00,3.30000000e+00,2.64237215e+00
2.00963444e-06,1.56049804e+00,2.86018422e-04,0.00000000e+00,3.30000000e+00,2.53626896e+00
2.00989140e-06,1.56210950e+00,5.38644627e-04,0.00000000e+00,3.30000000e+00,2.51804797e+00
2.01014836e-06,1.56372080e+00,9.11760523e-04,0.00000000e+00,3.30000000e+00,2.49862097e+00
2.01066227e-06,1.56694289e+00,2.54575822e-03,0.00000000e+00,3.30000000e+00,2.45193959e+00
2.01117618e-06,1.57016429e+00,6.34638753e-03,0.00000000e+00,3.30000000e+00,2.39394152e+00
2.01169009e-06,1.57338495e+00,1.41695165e-02,0.00000000e+00,3.30000000e+00,2.32352553e+00
2.01220400e-06,1.57660485e+00,2.82919939e-02,0.00000000e+00,3.30000000e+00,2.24023561e+00
2.01271791e-06,1.57982396e+00,5.16942952e-02,0.00000000e+00,3.30000000e+00,2.14422723e+00
2.01323182e-06,1.58304222e+00,8.87670757e-02,0.00000000e+00,3.30000000e+00,2.03610346e+00
2.01374573e-06,1.58625963e+00,1.47335855e-01,0.00000000e+00,3.30000000e+00,1.91697219e+00
2.01425964e-06,1.58947613e+00,2.44273331e-01,0.00000000e+00,3.30000000e+00,1.78878434e+00
2.01433235e-06,1.58993116e+00,2.63268696e-01,0.00000000e+00,3.30000000e+00,1.76998117e+00
2.01440506e-06,1.59038616e+00,2.83806864e-01,0.00000000e+00,3.30000000e+00,1.75117984e+00
2.01455049e-06,1.59129611e+00,3.32483653e-01,0.00000000e+00,3.30000000e+00,1.71342639e+00
2.01469591e-06,1.59220598e+00,3.94375363e-01,0.00000000e+00,3.30000000e+00,1.67548581e+00
2.01484134e-06,1.59311578e+00,4.79840735e-01,0.00000000e+00,3.30000000e+00,1.63757125e+00
2.01498676e-06,1.59402550e+00,6.20911142e-01,0.00000000e+00,3.30000000e+00,1.60028148e+00
2.01500202e-06,1.59412096e+00,6.41974774e-01,0.00000000e+00,3.30000000e+00,1.59650157e+00
2.01501728e-06,1.59421641e+00,6.64334751e-01,0.00000000e+00,3.30000000e+00,1.59275856e+00
2.01504780e-06,1.59440732e+00,7.16857974e-01,0.00000000e+00,3.30000000e+00,1.58562168e+00
2.01507832e-06,1.59459822e+00,7.80788724e-01,0.00000000e+00,3.30000000e+00,1.57901988e+00
2.01510884e-06,1.59478912e+00,8.56929390e-01,0.00000000e+00,3.30000000e+00,1.57302251e+00
2.01513936e-06,1.59498001e+00,9.45041982e-01,0.00000000e+00,3.30000000e+00,1.56763938e+00
2.01516988e-06,1.59517091e+00,1.04404598e+00,0.00000000e+00,3.30000000e+00,1.56282926e+00
2.01520040e-06,1.59536179e+00,1.15241605e+00,0.00000000e+00,3.30000000e+00,1.55852475e+00
2.01523092e-06,1.59555268e+00,1.26846601e+00,0.00000000e+00,3.30000000e+00,1.55465242e+00
2.01526144e-06,1.59574356e+00,1.39050809e+00,0.00000000e+00,3.30000000e+00,1.55114158e+00
2.01532248e-06,1.59612531e+00,1.64669765e+00,0.00000000e+00,3.30000000e+00,1.54481166e+00
2.01544456e-06,1.59688878e+00,2.18722265e+00,0.00000000e+00,3.30000000e+00,1.53196662e+00
2.01550016e-06,1.59723651e+00,2.42666722e+00,0.00000000e+00,3.30000000e+00,1.52517329e+00
2.01555577e-06,1.59758424e+00,2.61743209e+00,0.00000000e+00,3.30000000e+00,1.51778451e+00
2.01560005e-06,1.59786110e+00,2.70570794e+00,0.00000000e+00,3.30000000e+00,1.51017703e+00
2.01563599e-06,1.59808585e+00,2.74870102e+00,0.00000000e+00,3.30000000e+00,1.50221107e+00
2.01567193e-06,1.59831060e+00,2.78078027e+00,0.00000000e+00,3.30000000e+00,1.49340342e+00
2.01570788e-06,1.59853534e+00,2.80751750e+00,0.00000000e+00,3.30000000e+00,1.48419749e+00
2.01577976e-06,1.59898482e+00,2.85269666e+00,0.00000000e+00,3.30000000e+00,1.46521628e+00
2.01585165e-06,1.59943427e+00,2.89095843e+00,0.00000000e+00,3.30000000e+00,1.44564645e+00
2.01599542e-06,1.60033311e+00,2.95512248e+00,0.00000000e+00,3.30000000e+00,1.40502367e+00
2.01628297e-06,1.60213055e+00,3.05351263e+00,0.00000000e+00,3.30000000e+00,1.31822262e+00
2.01657052e-06,1.60392765e+00,3.12749282e+00,0.00000000e+00,3.30000000e+00,1.22521269e+00
2.01685807e-06,1.60572441e+00,3.18478179e+00,0.00000000e+00,3.30000000e+00,1.12777574e+00
2.01714562e-06,1.60752083e+00,3.22847859e+00,0.00000000e+00,3.30000000e+00,1.02784910e+00
2.01743317e-06,1.60931690e+00,3.26014822e+00,0.00000000e+00,3.30000000e+00,9.28029509e-01
2.01772071e-06,1.61111261e+00,3.28053255e+00,0.00000000e+00,3.30000000e+00,8.32163894e-01
2.01800826e-06,1.61290796e+00,3.29133111e+00,0.00000000e+00,3.30000000e+00,7.46831095e-01
2.01829581e-06,1.61470294e+00,3.29599689e+00,0.00000000e+00,3.30000000e+00,6.80959630e-01
2.01858336e-06,1.61649755e+00,3.29799273e+00,0.00000000e+00,3.30000000e+00,6.38652147e-01
2.01887091e-06,1.61829177e+00,3.29884893e+00,0.00000000e+00,3.30000000e+00,6.14227000e-01
2.01915845e-06,1.62008561e+00,3.29920876e+00,0.00000000e+00,3.30000000e+00,5.99030267e-01
2.01973355e-06,1.62367211e+00,3.29947311e+00,0.00000000e+00,3.30000000e+00,5.77619830e-01
2.02030865e-06,1.62725699e+00,3.29956828e+00,0.00000000e+00,3.30000000e+00,5.60476395e-01
2.02145884e-06,1.63442172e+00,3.29969023e+00,0.00000000e+00,3.30000000e+00,5.30657867e-01
2.02260903e-06,1.64157944e+00,3.29975165e+00,0.00000000e+00,3.30000000e+00,5.05391055e-01
2.02490942e-06,1.65587230e+00,3.29982056e+00,0.00000000e+00,3.30000000e+00,4.63161136e-01
2.02951019e-06,1.68435737e+00,3.29987705e+00,0.00000000e+00,3.30000000e+00,3.98607299e-01
2.03411096e-06,1.71268839e+00,3.29990245e+00,0.00000000e+00,3.30000000e+00,3.49169119e-01
2.03871173e-06,1.74084170e+00,3.29992185e+00,0.00000000e+00,3.30000000e+00,3.08965859e-01
2.04791327e-06,1.79652121e+00,3.29994302e+00,0.00000000e+00,3.30000000e+00,2.46093893e-01
2.06631636e-06,1.90472490e+00,3.29996694e+00,0.00000000e+00,3.30000000e+00,1.60614624e-01
2.08471944e-06,2.00752331e+00,3.29997578e+00,0.00000000e+00,3.30000000e+00,1.05089877e-01
2.10312253e-06,2.10354355e+00,3.29998575e+00,0.00000000e+00,3.30000000e+00,6.73713503e-02
2.12152561e-06,2.19150322e+00,3.29998827e+00,0.00000000e+00,3.30000000e+00,4.16672765e-02
2.13992870e-06,2.27022759e+00,3.29999451e+00,0.00000000e+00,3.30000000e+00,2.45495907e-02
2.15833178e-06,2.33866525e+00,3.29999466e+00,0.00000000e+00,3.30000000e+00,1.37336736e-02
2.17673486e-06,2.39590220e+00,3.29999901e+00,0.00000000e+00,3.30000000e+00,7.41144188e-03
2.19513795e-06,2.44117402e+00,3.29999765e+00,0.00000000e+00,3.30000000e+00,4.06626327e-03
2.21354103e-06,2.47387607e+00,3.30000072e+00,0.00000000e+00,3.30000000e+00,2.44292759e-03
2.23194412e-06,2.49357162e+00,3.29999859e+00,0.00000000e+00,3.30000000e+00,1.74428602e-03
2.25034720e-06,2.49999762e+00,3.30000121e+00,0.00000000e+00,3.30000000e+00,1.54533278e-03
2.26875029e-06,2.49306825e+00,3.29999899e+00,0.00000000e+00,3.30000000e+00,1.74656464e-03
2.28715337e-06,2.47287604e+00,3.30000171e+00,0.00000000e+00,3.30000000e+00,2.45584246e-03
2.30555645e-06,2.43969069e+00,3.29999994e+00,0.00000000e+00,3.30000000e+00,4.10957726e-03
2.32395954e-06,2.39395539e+00,3.30000346e+00,0.00000000e+00,3.30000000e+00,7.52048866e-03
2.34236262e-06,2.33628095e+00,3.30000297e+00,0.00000000e+00,3.30000000e+00,1.39549784e-02
2.36076571e-06,2.26743764e+00,3.30000803e+00,0.00000000e+00,3.30000000e+00,2.49378282e-02
2.37916879e-06,2.18834489e+00,3.30000941e+00,0.00000000e+00,3.30000000e+00,4.22846205e-02
2.39757188e-06,2.10005902e+00,3.30001689e+00,0.00000000e+00,3.30000000e+00,6.83025925e-02
2.41597496e-06,2.00375911e+00,3.30002198e+00,0.00000000e+00,3.30000000e+00,1.06459653e-01
2.43437805e-06,1.90073130e+00,3.30003599e+00,0.00000000e+00,3.30000000e+00,1.62644148e-01
2.45278113e-06,1.79235157e+00,3.30005512e+00,0.00000000e+00,3.30000000e+00,2.49255346e-01
2.45579364e-06,1.77419905e+00,3.30006135e+00,0.00000000e+00,3.30000000e+00,2.68080777e-01
2.45880616e-06,1.75594830e+00,3.30007375e+00,0.00000000e+00,3.30000000e+00,2.88753561e-01
2.46483119e-06,1.71917827e+00,3.30008697e+00,0.00000000e+00,3.30000000e+00,3.37479708e-01
2.47085621e-06,1.68209417e+00,3.30012233e+00,0.00000000e+00,3.30000000e+00,4.00294186e-01
2.47688124e-06,1.64474915e+00,3.30016486e+00,0.00000000e+00,3.30000000e+00,4.89626447e-01
2.47772436e-06,1.63950547e+00,3.30017414e+00,0.00000000e+00,3.30000000e+00,5.05861950e-01
2.47941059e-06,1.62900652e+00,3.30018960e+00,0.00000000e+00,3.30000000e+00,5.42992713e-01
2.48109683e-06,1.61849308e+00,3.30010372e+00,0.00000000e+00,3.30000000e+00,5.90214103e-01
2.48278306e-06,1.60796635e+00,3.29953985e+00,0.00000000e+00,3.30000000e+00,6.56181862e-01
2.48446930e-06,1.59742749e+00,3.29462223e+00,0.00000000e+00,3.30000000e+00,7.67970755e-01
2.48470325e-06,1.59596438e+00,3.29266730e+00,0.00000000e+00,3.30000000e+00,7.89806076e-01
2.48493721e-06,1.59450106e+00,3.29019808e+00,0.00000000e+00,3.30000000e+00,8.12706437e-01
2.48540513e-06,1.59157380e+00,3.28247135e+00,0.00000000e+00,3.30000000e+00,8.65657686e-01
2.48587305e-06,1.58864576e+00,3.26970134e+00,0.00000000e+00,3.30000000e+00,9.28462668e-01
2.48634096e-06,1.58571695e+00,3.24963268e+00,0.00000000e+00,3.30000000e+00,1.00140697e+00
2.48680888e-06,1.58278740e+00,3.21963126e+00,0.00000000e+00,3.30000000e+00,1.08445080e+00
2.48727680e-06,1.57985713e+00,3.17586764e+00,0.00000000e+00,3.30000000e+00,1.17696430e+00
2.48774471e-06,1.57692617e+00,3.11239569e+00,0.00000000e+00,3.30000000e+00,1.27771973e+00
2.48821263e-06,1.57399455e+00,3.01726478e+00,0.00000000e+00,3.30000000e+00,1.38464884e+00
2.48829119e-06,1.57350229e+00,2.99634636e+00,0.00000000e+00,3.30000000e+00,1.40315125e+00
2.48836975e-06,1.57301001e+00,2.97385147e+00,0.00000000e+00,3.30000000e+00,1.42163694e+00
2.48852687e-06,1.57202540e+00,2.92108864e+00,0.00000000e+00,3.30000000e+00,1.45868846e+00
2.48868399e-06,1.57104071e+00,2.85409991e+00,0.00000000e+00,3.30000000e+00,1.49601071e+00
2.48884111e-06,1.57005596e+00,2.75957964e+00,0.00000000e+00,3.30000000e+00,1.53382250e+00
2.48886381e-06,1.56991364e+00,2.74172014e+00,0.00000000e+00,3.30000000e+00,1.53939658e+00
2.48888652e-06,1.56977133e+00,2.72254324e+00,0.00000000e+00,3.30000000e+00,1.54504061e+00
2.48893193e-06,1.56948668e+00,2.67733158e+00,0.00000000e+00,3.30000000e+00,1.55640025e+00
2.48897734e-06,1.56920203e+00,2.61952625e+00,0.00000000e+00,3.30000000e+00,1.56784798e+00
2.48902276e-06,1.56891738e+00,2.54248530e+00,0.00000000e+00,3.30000000e+00,1.57909325e+00
2.48906817e-06,1.56863272e+00,2.43836356e+00,0.00000000e+00,3.30000000e+00,1.58956139e+00
2.48911358e-06,1.56834805e+00,2.30337663e+00,0.00000000e+00,3.30000000e+00,1.59876904e+00
2.48915899e-06,1.56806338e+00,2.14025379e+00,0.00000000e+00,3.30000000e+00,1.60663172e+00
2.48920441e-06,1.56777871e+00,1.95468021e+00,0.00000000e+00,3.30000000e+00,1.61331907e+00
2.48924982e-06,1.56749403e+00,1.75242984e+00,0.00000000e+00,3.30000000e+00,1.61904953e+00
2.48929523e-06,1.56720934e+00,1.53812661e+00,0.00000000e+00,3.30000000e+00,1.62413128e+00
2.48934064e-06,1.56692465e+00,1.31386377e+00,0.00000000e+00,3.30000000e+00,1.62908986e+00
2.48938606e-06,1.56663995e+00,1.08246250e+00,0.00000000e+00,3.30000000e+00,1.63420599e+00
2.48943567e-06,1.56632892e+00,8.34366139e-01,0.00000000e+00,3.30000000e+00,1.64063253e+00
2.48948528e-06,1.56601788e+00,6.24873401e-01,0.00000000e+00,3.30000000e+00,1.64870376e+00
2.48949222e-06,1.56597439e+00,6.03158281e-01,0.00000000e+00,3.30000000e+00,1.65015998e+00
2.48949915e-06,1.56593090e+00,5.82728562e-01,0.00000000e+00,3.30000000e+00,1.65165016e+00
2.48951303e-06,1.56584393e+00,5.48295803e-01,0.00000000e+00,3.30000000e+00,1.65496503e+00
2.48952690e-06,1.56575696e+00,5.21007602e-01,0.00000000e+00,3.30000000e+00,1.65869348e+00
2.48954077e-06,1.56566998e+00,4.98991565e-01,0.00000000e+00,3.30000000e+00,1.66275803e+00
2.48956852e-06,1.56549603e+00,4.64679417e-01,0.00000000e+00,3.30000000e+00,1.67154284e+00
2.48962401e-06,1.56514813e+00,4.15025988e-01,0.00000000e+00,3.30000000e+00,1.69043269e+00
2.48973498e-06,1.56445229e+00,3.43165324e-01,0.00000000e+00,3.30000000e+00,1.73007552e+00
2.48984596e-06,1.56375642e+00,2.88054510e-01,0.00000000e+00,3.30000000e+00,1.77095327e+00
2.48995694e-06,1.56306052e+00,2.43338551e-01,0.00000000e+00,3.30000000e+00,1.81271391e+00
2.49017890e-06,1.56166863e+00,1.74240609e-01,0.00000000e+00,3.30000000e+00,1.89792828e+00
2.49062282e-06,1.55888449e+00,8.51866182e-02,0.00000000e+00,3.30000000e+00,2.07040732e+00
2.49106673e-06,1.55609990e+00,3.52219613e-02,0.00000000e+00,3.30000000e+00,2.23885396e+00
2.49151065e-06,1.55331486e+00,1.07686659e-02,0.00000000e+00,3.30000000e+00,2.39394716e+00
2.49195457e-06,1.55052941e+00,3.01694030e-03,0.00000000e+00,3.30000000e+00,2.51971079e+00
2.49235409e-06,1.54802217e+00,1.13546834e-03,0.00000000e+00,3.30000000e+00,2.59210714e+00
2.49271367e-06,1.54576540e+00,5.54608354e-04,0.00000000e+00,3.30000000e+00,2.62597534e+00
2.49307324e-06,1.54350839e+00,3.47056384e-04,0.00000000e+00,3.30000000e+00,2.64528201e+00
2.49379238e-06,1.53899372e+00,2.38201882e-04,0.00000000e+00,3.30000000e+00,2.67239349e+00
2.49443961e-06,1.53492983e+00,1.91299614e-04,0.00000000e+00,3.30000000e+00,2.69231826e+00
2.49573407e-06,1.52680039e+00,1.41708134e-04,0.00000000e+00,3.30000000e+00,2.72670984e+00
2.49702854e-06,1.51866918e+00,1.08225606e-04,0.00000000e+00,3.30000000e+00,2.75554072e+00
2.49961746e-06,1.50240358e+00,7.94772642e-05,0.00000000e+00,3.30000000e+00,2.80339903e+00
2.50479530e-06,1.46987479e+00,4.80478781e-05,0.00000000e+00,3.30000000e+00,2.87606880e+00
2.50997315e-06,1.43737787e+00,4.21129377e-05,0.00000000e+00,3.30000000e+00,2.93172921e+00
2.51515099e-06,1.40494724e+00,2.87680137e-05,0.00000000e+00,3.30000000e+00,2.97712860e+00
2.52550668e-06,1.34042197e+00,2.54637408e-05,0.00000000e+00,3.30000000e+00,3.04867434e+00
2.54621806e-06,1.21366774e+00,1.09747088e-05,0.00000000e+00,3.30000000e+00,3.14717973e+00
2.56692943e-06,1.09175563e+00,1.22423112e-05,0.00000000e+00,3.30000000e+00,3.21137445e+00
2.58764081e-06,9.76747273e-01,2.89825486e-06,0.00000000e+00,3.30000000e+00,3.25354078e+00
2.60835219e-06,8.70587545e-01,6.28870208e-06,0.00000000e+00,3.30000000e+00,3.27935815e+00
2.62906357e-06,7.75071699e-01,-1.52764986e-06,0.00000000e+00,3.30000000e+00,3.29272698e+00
2.64977494e-06,6.91814987e-01,3.38174635e-06,0.00000000e+00,3.30000000e+00,3.29796675e+00
2.67048632e-06,6.22225347e-01,-2.84270155e-06,0.00000000e+00,3.30000000e+00,3.29946663e+00
2.69119770e-06,5.67479599e-01,2.97045361e-06,0.00000000e+00,3.30000000e+00,3.29983330e+00
2.71190907e-06,5.28503538e-01,-2.92946907e-06,0.00000000e+00,3.30000000e+00,3.29992968e+00
2.73262045e-06,5.05956280e-01,2.93913094e-06,0.00000000e+00,3.30000000e+00,3.29996270e+00
2.75333183e-06,5.00219119e-01,-2.92794396e-06,0.00000000e+00,3.30000000e+00,3.29997511e+00
2.77404321e-06,5.11389074e-01,2.92608438e-06,0.00000000e+00,3.30000000e+00,3.29997553e+00
2.79475458e-06,5.39277253e-01,-2.92915821e-06,0.00000000e+00,3.30000000e+00,3.29994775e+00
2.81546596e-06,5.83412044e-01,2.88236124e-06,0.00000000e+00,3.30000000e+00,3.29982106e+00
2.83617734e-06,6.43047090e-01,-3.07304957e-06,0.00000000e+00,3.30000000e+00,3.29926402e+00
2.85688872e-06,7.17173915e-01,2.26524687e-06,0.00000000e+00,3.30000000e+00,3.29698615e+00
2.87760009e-06,8.04538972e-01,-4.84539982e-06,0.00000000e+00,3.30000000e+00,3.28969743e+00
2.89831147e-06,9.03664847e-01,-1.14413988e-06,0.00000000e+00,3.30000000e+00,3.27282557e+00
2.91902285e-06,1.01287524e+00,-9.75286959e-06,0.00000000e+00,3.30000000e+00,3.24229749e+00
2.93973422e-06,1.13032331e+00,-7.58649908e-06,0.00000000e+00,3.30000000e+00,3.19398541e+00
2.96044560e-06,1.25402292e+00,-1.90218443e-05,0.00000000e+00,3.30000000e+00,3.12090942e+00
